drug_name	drug_type	logFC_TVsS	direction
METFORMIN HYDROCHLORIDE	Small molecule	-2.607	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.607	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.607	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.607	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.607	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.607	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
METFORMIN	Small molecule	-2.607	down
ME-344	Small molecule	-2.607	down
ME-344	Small molecule	-2.607	down
ME-344	Small molecule	-2.607	down
ME-344	Small molecule	-2.607	down
DIGITOXIN	Small molecule	-2.599	down
DIGITOXIN	Small molecule	-2.599	down
LANATOSIDE C	Small molecule	-2.599	down
DESLANOSIDE	Small molecule	-2.599	down
DESLANOSIDE	Small molecule	-2.599	down
DESLANOSIDE	Small molecule	-2.599	down
DESLANOSIDE	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
ACETYLDIGITOXIN	Small molecule	-2.599	down
ACETYLDIGITOXIN	Small molecule	-2.599	down
DIGITOXIN	Small molecule	-2.599	down
DIGITOXIN	Small molecule	-2.599	down
DIGITOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
DIGOXIN	Small molecule	-2.599	down
ISTAROXIME	Small molecule	-2.599	down
ISTAROXIME	Small molecule	-2.599	down
ISTAROXIME	Small molecule	-2.599	down
ISTAROXIME	Small molecule	-2.599	down
ISTAROXIME	Small molecule	-2.599	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.541	down
ME-344	Small molecule	-2.541	down
ME-344	Small molecule	-2.541	down
ME-344	Small molecule	-2.541	down
ME-344	Small molecule	-2.541	down
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
OCRIPLASMIN	Protein	2.516	up
OCRIPLASMIN	Protein	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.516	up
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.501	down
ME-344	Small molecule	-2.501	down
ME-344	Small molecule	-2.501	down
ME-344	Small molecule	-2.501	down
ME-344	Small molecule	-2.501	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
DISULFIRAM	Small molecule	-2.475	down
