Gen	Fármaco	Tipo interacción	Score	log2FC	FDR	Dirección DE
ALDH1A1	CHEMBL:CHEMBL589469	NA	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL576353	NA	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL423081	NA	0.059	-1.601	0.025	down
ALDH1A1	CINNAMIC ALDEHYDE	NA	0.059	-1.601	0.025	down
ALDH1A1	SB269652	modulator	0.059	-1.601	0.025	down
ALDH1A1	(+)-UH232	inhibitor	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL601142	NA	0.059	-1.601	0.025	down
ALDH1A1	[3H]PD128907	agonist	0.059	-1.601	0.025	down
ALDH1A1	PF-592379	agonist	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1446254	NA	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL225257	NA	0.059	-1.601	0.025	down
ALDH1A1	E1501	NA	0.059	-1.601	0.025	down
ALDH1A1	P-HYDROXYCINNAMALDEHYDE	NA	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1401091	NA	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL601192	NA	0.059	-1.601	0.025	down
ALDH1A1	CANDIDIN	NA	0.059	-1.601	0.025	down
ALDH1A1	N- (9-FLUORENYLMETHOXYCARBONYL)-L-LEUCINE	NA	0.059	-1.601	0.025	down
ALDH1A1	NEMONAPRIDE	inhibitor	0.059	-1.601	0.025	down
ALDH1A1	TETRANITROMETHANE	NA	0.059	-1.601	0.025	down
ALDH1A1	KAVAIN	NA	0.059	-1.601	0.025	down
ALDH1A1	4'-METHOXYCHALCONE	NA	0.059	-1.601	0.025	down
ALDH1A1	HOMOVANILLIC ACID	NA	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL580816	NA	0.059	-1.601	0.025	down
ALDH1A1	SEMUSTINE	NA	0.059	-1.601	0.025	down
ALDH1A1	SULISOBENZONE	NA	0.059	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1448140	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL592106	NA	0.039	-1.601	0.025	down
ALDH1A1	BUSPIRONE HYDROCHLORIDE	NA	0.039	-1.601	0.025	down
ALDH1A1	THIOPHANATE METHYL	NA	0.039	-1.601	0.025	down
ALDH1A1	2,4-HEXADIENAL	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL576412	NA	0.039	-1.601	0.025	down
ALDH1A1	H-89	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL316796	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL59150	NA	0.039	-1.601	0.025	down
ALDH1A1	E927A	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1332182	NA	0.039	-1.601	0.025	down
ALDH1A1	SODIUM NITRITE	NA	0.039	-1.601	0.025	down
ALDH1A1	METHYSTICIN	NA	0.039	-1.601	0.025	down
ALDH1A1	VANITIOLIDE	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1269845	NA	0.039	-1.601	0.025	down
ALDH1A1	PIPERONYL BUTOXIDE	NA	0.039	-1.601	0.025	down
ALDH1A1	MONASTROL	NA	0.039	-1.601	0.025	down
ALDH1A1	PEROSPIRONE	inhibitor	0.039	-1.601	0.025	down
ALDH1A1	CAMPHOR OIL	NA	0.039	-1.601	0.025	down
ALDH1A1	ACROLEIN	NA	0.039	-1.601	0.025	down
ALDH1A1	LEAD DIACETATE TRIHYDRATE	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1448292	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1392244	NA	0.039	-1.601	0.025	down
ALDH1A1	QUINELORANE	agonist	0.039	-1.601	0.025	down
ALDH1A1	PIPOBROMAN	NA	0.039	-1.601	0.025	down
ALDH1A1	DIALLYLDISULFIDE	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL548540	NA	0.039	-1.601	0.025	down
ALDH1A1	LAWSONE	NA	0.039	-1.601	0.025	down
ALDH1A1	NAFADOTRIDE	inhibitor	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL224032	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL549208	NA	0.039	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL445153	NA	0.039	-1.601	0.025	down
ALDH1A1	ANTHRALIN	NA	0.039	-1.601	0.025	down
ALDH1A1	SB 277011-A	inhibitor	0.039	-1.601	0.025	down
ALDH1A1	IODOFORM	NA	0.029	-1.601	0.025	down
ALDH1A1	TANGERETIN	NA	0.029	-1.601	0.025	down
ALDH1A1	Z-PRO-PROLINAL	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL601618	NA	0.029	-1.601	0.025	down
ALDH1A1	METRONIDAZOLE	NA	0.029	-1.601	0.025	down
ALDH1A1	ORTHOTOLIDINE	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL77387	NA	0.029	-1.601	0.025	down
ALDH1A1	HEMICHOLINIUM-3	NA	0.029	-1.601	0.025	down
ALDH1A1	HS665	agonist	0.029	-1.601	0.025	down
ALDH1A1	METHYL PARATHIONE	NA	0.029	-1.601	0.025	down
ALDH1A1	COMPOUND 3 [PMID: 23134120]	agonist	0.029	-1.601	0.025	down
ALDH1A1	DAMNACANTHAL	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL578915	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL275260	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL471005	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1091971	NA	0.029	-1.601	0.025	down
ALDH1A1	2-AMINOANTHRACENE	NA	0.029	-1.601	0.025	down
ALDH1A1	BENZOTHIAZYL DISULFIDE	NA	0.029	-1.601	0.025	down
ALDH1A1	BRL50481	NA	0.029	-1.601	0.025	down
ALDH1A1	2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE	NA	0.029	-1.601	0.025	down
ALDH1A1	BP 897	agonist	0.029	-1.601	0.025	down
ALDH1A1	ALLITRIDIN	NA	0.029	-1.601	0.025	down
ALDH1A1	AG 112	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL398765	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL600908	NA	0.029	-1.601	0.025	down
ALDH1A1	N-DOCOSATETRA-7,10,13,16-ENOYLETHANOLAMINE	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1412710	NA	0.029	-1.601	0.025	down
ALDH1A1	OXYBENZONE	NA	0.029	-1.601	0.025	down
ALDH1A1	WAY-100135	NA	0.029	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1415851	NA	0.024	-1.601	0.025	down
ALDH1A1	METHYL ROBUSTONE	NA	0.024	-1.601	0.025	down
ALDH1A1	PROPYLPARABEN	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL591628	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL577660	NA	0.024	-1.601	0.025	down
ALDH1A1	PHENSERINE	NA	0.024	-1.601	0.025	down
ALDH1A1	CITRIC ACID	NA	0.024	-1.601	0.025	down
ALDH1A1	ACETOCHLOR	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1489812	NA	0.024	-1.601	0.025	down
ALDH1A1	RACLOPRIDE	inhibitor	0.024	-1.601	0.025	down
ALDH1A1	THIOTEPA	NA	0.024	-1.601	0.025	down
ALDH1A1	CHRYSOPHANOL	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL120806	NA	0.024	-1.601	0.025	down
ALDH1A1	4-NONYLPHENOL	NA	0.024	-1.601	0.025	down
ALDH1A1	DIMERCAPROL	NA	0.024	-1.601	0.025	down
ALDH1A1	PENTAERYTHRITOL TETRANITRATE	NA	0.024	-1.601	0.025	down
ALDH1A1	AM-630	NA	0.024	-1.601	0.025	down
ALDH1A1	2-PHENYLPHENOL	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL469309	NA	0.024	-1.601	0.025	down
ALDH1A1	U73122	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1442783	NA	0.024	-1.601	0.025	down
ALDH1A1	PHYSOSTIGMINE	NA	0.024	-1.601	0.025	down
ALDH1A1	SARCOLYSIN	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL151797	NA	0.024	-1.601	0.025	down
ALDH1A1	AMBUNOL	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1549738	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1335833	NA	0.024	-1.601	0.025	down
ALDH1A1	OSAJIN	NA	0.024	-1.601	0.025	down
ALDH1A1	CARIPRAZINE	agonist	0.024	-1.601	0.025	down
ALDH1A1	PRAMIPEXOLE	agonist	0.024	-1.601	0.025	down
ALDH1A1	R-(+)-METHANANDAMIDE	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL602776	NA	0.024	-1.601	0.025	down
ALDH1A1	FUROXAN	NA	0.024	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1426508	NA	0.024	-1.601	0.025	down
ALDH1A1	CARNOSIC ACID	NA	0.024	-1.601	0.025	down
ALDH1A1	EDARAVONE	NA	0.024	-1.601	0.025	down
ALDH1A1	METHOXYCHLOR	NA	0.024	-1.601	0.025	down
ALDH1A1	5-HYDROXYTRYPTOPHAN	NA	0.02	-1.601	0.025	down
ALDH1A1	S33084	inhibitor	0.02	-1.601	0.025	down
ALDH1A1	ETICLOPRIDE	inhibitor	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1363249	NA	0.02	-1.601	0.025	down
ALDH1A1	LINOLEIC ACID	NA	0.02	-1.601	0.025	down
ALDH1A1	NIFUROXAZIDE	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL590949	NA	0.02	-1.601	0.025	down
ALDH1A1	ROPINIROLE	agonist	0.02	-1.601	0.025	down
ALDH1A1	PIRINIXIC ACID	NA	0.02	-1.601	0.025	down
ALDH1A1	PYRROLIDINE DITHIOCARBAMIC ACID, AMMONIUM SALT	NA	0.02	-1.601	0.025	down
ALDH1A1	NADA	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL259784	NA	0.02	-1.601	0.025	down
ALDH1A1	SAPPANONE A DIMETHYL ETHER	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL271023	NA	0.02	-1.601	0.025	down
ALDH1A1	DITHIOLETHIONE	NA	0.02	-1.601	0.025	down
ALDH1A1	5-METHOXYPSORALEN	NA	0.02	-1.601	0.025	down
ALDH1A1	2-ARACHIDONOYLGLYCEROL	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL126804	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL585628	NA	0.02	-1.601	0.025	down
ALDH1A1	NS-398	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1255936	NA	0.02	-1.601	0.025	down
ALDH1A1	BENZYL ISOTHIOCYANATE	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL581677	NA	0.02	-1.601	0.025	down
ALDH1A1	PROSTAGLANDIN A2	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1459280	NA	0.02	-1.601	0.025	down
ALDH1A1	OBTUSAQUINONE	NA	0.02	-1.601	0.025	down
ALDH1A1	OMEGA-CHLOROACETOPHENONE	NA	0.02	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL581872	NA	0.017	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL457504	NA	0.017	-1.601	0.025	down
ALDH1A1	3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN	NA	0.017	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL578905	NA	0.017	-1.601	0.025	down
ALDH1A1	TRANSPLATIN	NA	0.017	-1.601	0.025	down
ALDH1A1	MG-132	NA	0.017	-1.601	0.025	down
ALDH1A1	IFOSFAMIDE	NA	0.017	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL239439	NA	0.017	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1214274	NA	0.017	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL17201	NA	0.017	-1.601	0.025	down
ALDH1A1	PROPACHLOR	NA	0.017	-1.601	0.025	down
ALDH1A1	SB 222200	NA	0.017	-1.601	0.025	down
ALDH1A1	ALL-TRANS-RETINAL	NA	0.017	-1.601	0.025	down
ALDH1A1	DOMPERIDONE	inhibitor	0.017	-1.601	0.025	down
ALDH1A1	ZAPA	NA	0.017	-1.601	0.025	down
ALDH1A1	AG 9	NA	0.017	-1.601	0.025	down
ALDH1A1	BUSPIRONE	NA	0.017	-1.601	0.025	down
ALDH1A1	ZUCAPSAICIN	NA	0.017	-1.601	0.025	down
ALDH1A1	PROROXAN HYDROCHLORIDE	NA	0.017	-1.601	0.025	down
ALDH1A1	DOMIPHEN BROMIDE	NA	0.017	-1.601	0.025	down
ALDH1A1	(+)-BUTACLAMOL	inhibitor	0.017	-1.601	0.025	down
ALDH1A1	BROMOENOL LACTONE	NA	0.015	-1.601	0.025	down
ALDH1A1	2-MERCAPTOBENZOTHIAZOLE	NA	0.015	-1.601	0.025	down
ALDH1A1	KAINIC ACID	NA	0.015	-1.601	0.025	down
ALDH1A1	NAN 190	NA	0.015	-1.601	0.025	down
ALDH1A1	CADMIUM ACETATE	NA	0.015	-1.601	0.025	down
ALDH1A1	7,8-DIHYDROXYFLAVONE	NA	0.015	-1.601	0.025	down
ALDH1A1	BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE	NA	0.015	-1.601	0.025	down
ALDH1A1	RETINYL ACETATE	NA	0.015	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1526167	NA	0.015	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL602807	NA	0.015	-1.601	0.025	down
ALDH1A1	3,5-DIIODO-L-TYROSINE	NA	0.015	-1.601	0.025	down
ALDH1A1	CHLORAMPHENICOL	NA	0.015	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL606166	NA	0.015	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL166486	NA	0.015	-1.601	0.025	down
ALDH1A1	(-)-N-PORPHYNORAPOMORPHINE	agonist	0.015	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL591137	NA	0.015	-1.601	0.025	down
ALDH1A1	DICUMAROL	NA	0.015	-1.601	0.025	down
ALDH1A1	RO19-4603	NA	0.015	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL602990	NA	0.015	-1.601	0.025	down
ALDH1A1	DOCONEXENT	NA	0.015	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL336095	NA	0.015	-1.601	0.025	down
ALDH1A1	OXYTETRACYCLINE HYDROCHLORIDE	NA	0.013	-1.601	0.025	down
ALDH1A1	MICHLER'S KETONE	NA	0.013	-1.601	0.025	down
ALDH1A1	METHYLENE BLUE	NA	0.013	-1.601	0.025	down
ALDH1A1	DYCLONINE	NA	0.013	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL421215	NA	0.013	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1486366	NA	0.013	-1.601	0.025	down
ALDH1A1	OXYMETHOLONE	NA	0.013	-1.601	0.025	down
ALDH1A1	ARTEMISININ	NA	0.013	-1.601	0.025	down
ALDH1A1	METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE	NA	0.013	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL599255	NA	0.013	-1.601	0.025	down
ALDH1A1	ROFECOXIB	NA	0.013	-1.601	0.025	down
ALDH1A1	1,2-NAPHTHOQUINONE	NA	0.013	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL601952	NA	0.013	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL220845	NA	0.013	-1.601	0.025	down
ALDH1A1	PIPERLONGUMINE	NA	0.013	-1.601	0.025	down
ALDH1A1	4-METHOXYDALBERGIONE	NA	0.013	-1.601	0.025	down
ALDH1A1	MESORIDAZINE	inhibitor	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1498652	NA	0.012	-1.601	0.025	down
ALDH1A1	MEDROXYPROGESTERONE ACETATE	NA	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1341830	NA	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL313737	NA	0.012	-1.601	0.025	down
ALDH1A1	GOSSYPETIN	NA	0.012	-1.601	0.025	down
ALDH1A1	CHLORPROTHIXENE	inhibitor	0.012	-1.601	0.025	down
ALDH1A1	CARBIDOPA ANHYDROUS	NA	0.012	-1.601	0.025	down
ALDH1A1	ROTIGOTINE	agonist	0.012	-1.601	0.025	down
ALDH1A1	ISOTHYMONIN	NA	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL80155	NA	0.012	-1.601	0.025	down
ALDH1A1	PHENOXYBENZAMINE HYDROCHLORIDE	NA	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL595227	NA	0.012	-1.601	0.025	down
ALDH1A1	3-METHOXYCATECHOL	NA	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL538798	NA	0.012	-1.601	0.025	down
ALDH1A1	VILAZODONE HYDROCHLORIDE	agonist	0.012	-1.601	0.025	down
ALDH1A1	1,4-DIMETHOXYANTHRAQUINONE	NA	0.012	-1.601	0.025	down
ALDH1A1	LIOTHYRONINE SODIUM	NA	0.012	-1.601	0.025	down
ALDH1A1	KOPARIN	NA	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL171699	NA	0.012	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL328710	NA	0.011	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL154580	NA	0.011	-1.601	0.025	down
ALDH1A1	E319	NA	0.011	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL244707	NA	0.011	-1.601	0.025	down
ALDH1A1	BIFONAZOLE	NA	0.011	-1.601	0.025	down
ALDH1A1	METHYLERGONOVINE	NA	0.011	-1.601	0.025	down
ALDH1A1	CARMUSTINE	NA	0.011	-1.601	0.025	down
ALDH1A1	NAFAMOSTAT	NA	0.011	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1310138	NA	0.011	-1.601	0.025	down
ALDH1A1	PHENOXYBENZAMINE	NA	0.011	-1.601	0.025	down
ALDH1A1	CADMIUM DICHLORIDE	NA	0.011	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL222556	NA	0.011	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL139935	NA	0.011	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1256291	NA	0.011	-1.601	0.025	down
ALDH1A1	5,7-DIHYDROXYISOFLAVONE	NA	0.011	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL580421	NA	0.011	-1.601	0.025	down
ALDH1A1	SILIBININ	NA	0.01	-1.601	0.025	down
ALDH1A1	BAY-11-7085	NA	0.01	-1.601	0.025	down
ALDH1A1	EMODIC ACID	NA	0.01	-1.601	0.025	down
ALDH1A1	QUINPIROLE	agonist	0.01	-1.601	0.025	down
ALDH1A1	THYROXINE	NA	0.01	-1.601	0.025	down
ALDH1A1	METHYLDOPA (RACEMIC)	NA	0.01	-1.601	0.025	down
ALDH1A1	GALLIC ACID	NA	0.01	-1.601	0.025	down
ALDH1A1	PIRIBEDIL	agonist	0.01	-1.601	0.025	down
ALDH1A1	BRIMONIDINE	NA	0.01	-1.601	0.025	down
ALDH1A1	BAY 11-7082	NA	0.01	-1.601	0.025	down
ALDH1A1	GUTHION	NA	0.01	-1.601	0.025	down
ALDH1A1	FUMARPROTOCETRARIC ACID	NA	0.01	-1.601	0.025	down
ALDH1A1	CARMINE	NA	0.01	-1.601	0.025	down
ALDH1A1	TYRPHOSTIN 25	NA	0.01	-1.601	0.025	down
ALDH1A1	ZAPRINAST	NA	0.009	-1.601	0.025	down
ALDH1A1	CATECHIN	NA	0.009	-1.601	0.025	down
ALDH1A1	LOXAPINE	inhibitor	0.009	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL586031	NA	0.009	-1.601	0.025	down
ALDH1A1	ZEARALENONE	NA	0.009	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1079460	NA	0.009	-1.601	0.025	down
ALDH1A1	TANSHINONE IIA	NA	0.009	-1.601	0.025	down
ALDH1A1	ROTTLERIN	NA	0.009	-1.601	0.025	down
ALDH1A1	PYRROLIDINE DITHIOCARBAMATE	NA	0.009	-1.601	0.025	down
ALDH1A1	PLUMBAGIN	NA	0.009	-1.601	0.025	down
ALDH1A1	ZIRAM	NA	0.009	-1.601	0.025	down
ALDH1A1	CAPTAN	NA	0.009	-1.601	0.025	down
ALDH1A1	ARACHIDONIC ACID	NA	0.009	-1.601	0.025	down
ALDH1A1	VITAMIN A	NA	0.009	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL1465049	NA	0.008	-1.601	0.025	down
ALDH1A1	IRIGENOL	NA	0.008	-1.601	0.025	down
ALDH1A1	CRYPTOTANSHINONE	NA	0.008	-1.601	0.025	down
ALDH1A1	CHRYSIN	NA	0.008	-1.601	0.025	down
ALDH1A1	SULPIRIDE	inhibitor	0.008	-1.601	0.025	down
ALDH1A1	PENTACHLOROPHENOL	NA	0.008	-1.601	0.025	down
ALDH1A1	SULFINPYRAZONE	NA	0.008	-1.601	0.025	down
ALDH1A1	CILOSTAZOL	NA	0.008	-1.601	0.025	down
ALDH1A1	2-IODOACETAMIDE	NA	0.008	-1.601	0.025	down
ALDH1A1	FLUPENTHIXOL	inhibitor	0.008	-1.601	0.025	down
ALDH1A1	ROXINDOLE	agonist	0.008	-1.601	0.025	down
ALDH1A1	TERGURIDE	agonist	0.008	-1.601	0.025	down
ALDH1A1	CONGO RED	NA	0.008	-1.601	0.025	down
ALDH1A1	CHLORANIL	NA	0.008	-1.601	0.025	down
ALDH1A1	3,4-DICHLOROISOCOUMARIN	NA	0.008	-1.601	0.025	down
ALDH1A1	EMBELIN	NA	0.008	-1.601	0.025	down
ALDH1A1	HARMINE	NA	0.008	-1.601	0.025	down
ALDH1A1	PYROGALLOL	NA	0.008	-1.601	0.025	down
ALDH1A1	TYRPHOSTIN 47	NA	0.007	-1.601	0.025	down
ALDH1A1	DOCEBENONE	NA	0.007	-1.601	0.025	down
ALDH1A1	BENSERAZIDE HYDROCHLORIDE	NA	0.007	-1.601	0.025	down
ALDH1A1	DYCLONINE HYDROCHLORIDE	NA	0.007	-1.601	0.025	down
ALDH1A1	ZOTEPINE	inhibitor	0.007	-1.601	0.025	down
ALDH1A1	CABERGOLINE	agonist	0.007	-1.601	0.025	down
ALDH1A1	ETHACRYNIC ACID	NA	0.007	-1.601	0.025	down
ALDH1A1	ANANDAMIDE	NA	0.007	-1.601	0.025	down
ALDH1A1	EPHEDRINE	NA	0.007	-1.601	0.025	down
ALDH1A1	CAPSAICIN	NA	0.007	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL523200	NA	0.007	-1.601	0.025	down
ALDH1A1	PERGOLIDE	agonist	0.007	-1.601	0.025	down
ALDH1A1	TPCK	NA	0.007	-1.601	0.025	down
ALDH1A1	PYRITHIONE ZINC	NA	0.007	-1.601	0.025	down
ALDH1A1	CLIOQUINOL	NA	0.007	-1.601	0.025	down
ALDH1A1	TYRPHOSTIN AG 879	NA	0.007	-1.601	0.025	down
ALDH1A1	SPIPERONE	inhibitor	0.006	-1.601	0.025	down
ALDH1A1	METHYSERGIDE	NA	0.006	-1.601	0.025	down
ALDH1A1	TAMOXIFEN CITRATE	NA	0.006	-1.601	0.025	down
ALDH1A1	INAMRINONE	NA	0.006	-1.601	0.025	down
ALDH1A1	PROMAZINE	inhibitor	0.006	-1.601	0.025	down
ALDH1A1	LISURIDE	agonist	0.006	-1.601	0.025	down
ALDH1A1	ACID BLUE 129	NA	0.006	-1.601	0.025	down
ALDH1A1	SB-415286	NA	0.006	-1.601	0.025	down
ALDH1A1	MERCURIC CHLORIDE	NA	0.006	-1.601	0.025	down
ALDH1A1	PHENYLMERCURIC ACETATE	NA	0.006	-1.601	0.025	down
ALDH1A1	JUGLONE	NA	0.006	-1.601	0.025	down
ALDH1A1	WIN55212-2	NA	0.006	-1.601	0.025	down
ALDH1A1	LINOLENIC ACID	NA	0.006	-1.601	0.025	down
ALDH1A1	SERTINDOLE	inhibitor	0.006	-1.601	0.025	down
ALDH1A1	TYRPHOSTIN 23	NA	0.006	-1.601	0.025	down
ALDH1A1	TYRPHOSTIN A9	NA	0.005	-1.601	0.025	down
ALDH1A1	CAPSAZEPINE	NA	0.005	-1.601	0.025	down
ALDH1A1	CATECHOL	NA	0.005	-1.601	0.025	down
ALDH1A1	THIRAM	NA	0.005	-1.601	0.025	down
ALDH1A1	THIMEROSAL	NA	0.005	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL515505	NA	0.005	-1.601	0.025	down
ALDH1A1	BITHIONOL	NA	0.005	-1.601	0.025	down
ALDH1A1	BAICALEIN	NA	0.005	-1.601	0.025	down
ALDH1A1	DEPHOSTATIN	NA	0.005	-1.601	0.025	down
ALDH1A1	HAEMATOXYLIN	NA	0.005	-1.601	0.025	down
ALDH1A1	RABEPRAZOLE	NA	0.005	-1.601	0.025	down
ALDH1A1	APIGENIN	NA	0.005	-1.601	0.025	down
ALDH1A1	EMODIN	NA	0.005	-1.601	0.025	down
ALDH1A1	APOMORPHINE	agonist	0.004	-1.601	0.025	down
ALDH1A1	FENRETINIDE	NA	0.004	-1.601	0.025	down
ALDH1A1	TRICHOSTATIN A	NA	0.004	-1.601	0.025	down
ALDH1A1	4-CHLOROMERCURIBENZOIC ACID	NA	0.004	-1.601	0.025	down
ALDH1A1	PROCHLORPERAZINE	inhibitor	0.004	-1.601	0.025	down
ALDH1A1	DOPAMINE	agonist	0.004	-1.601	0.025	down
ALDH1A1	VITAMIN K3	NA	0.004	-1.601	0.025	down
ALDH1A1	BROMOCRIPTINE	agonist	0.004	-1.601	0.025	down
ALDH1A1	METHYLDOPA ANHYDROUS	NA	0.004	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL592124	NA	0.004	-1.601	0.025	down
ALDH1A1	LUTEOLIN	NA	0.004	-1.601	0.025	down
ALDH1A1	PIMOZIDE	inhibitor	0.003	-1.601	0.025	down
ALDH1A1	EBSELEN	NA	0.003	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL505670	NA	0.003	-1.601	0.025	down
ALDH1A1	PURPUROGALLIN	NA	0.003	-1.601	0.025	down
ALDH1A1	CHLORPROMAZINE	inhibitor	0.003	-1.601	0.025	down
ALDH1A1	RIBAVIRIN	NA	0.003	-1.601	0.025	down
ALDH1A1	AZACITIDINE	NA	0.003	-1.601	0.025	down
ALDH1A1	MYRICETIN	NA	0.003	-1.601	0.025	down
ALDH1A1	DISULFIRAM	NA	0.003	-1.601	0.025	down
